Title,Ingredients,Steps,Loves,URL,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Ingredients Final,Ingredients Join
Telor Dadar Spesial,1 buah telor ayam--2 batang daun bawang--1 siung bawang merah--4 buh cabe rawit--secukupnya Penyedap--1 buah cabe merah besar (opsional)--,"1) Potong halus daun bawang, bawang merah, dan cabe rawit. Untuk cabe merah besar bisa dipotong oval
2) Kocok telur + bahan2 diatas. Tambahkan penyedap secukupnya
3) Tuangkan minyak kira2 telur smpai kerendam. (Biar krispy di pinggir2nya)
4) Tuang telur ke wajan panas, goreng smpai mateng
5) Telor dadar siap dihidangkan",4,https://cookpad.com/id/resep/4252882-telor-dadar-spesial,telur,telor dadar,6,"['telor ayam', 'daun bawang', 'bawang merah', 'buh cabe', 'secukupnya penyedap', 'cabe merah']",5,"['telor_ayam', 'bawang_merah', 'buh_cabai', 'penyedap', 'cabai_merah']",telor_ayam bawang_merah buh_cabai penyedap cabai_merah
Misua Telur,Gula--Garam--Lada--Misua--Telur--Sawi putih--,"1) Rebus misua
2) Rebus sawi putih secara terpisah
3) Masukan misua dan sawi putih plus telur. Rebus hingga tekstur sesuai dgn yg diinginkan",9,https://cookpad.com/id/resep/4252606-misua-telur,telur,misua telur,6,"['gula', 'garam', 'lada', 'misua', 'telur', 'sawi putih']",3,"['gula', 'garam', 'lada', 'misua', 'telur', 'sawi_putih']",gula garam lada misua telur sawi_putih
Pindang Telor,10 btr telor ayam rebus (kupas)--1 buah teh celup (utk memberi warna gelap)--2 lbr daun salam--1 btg sere memarkan--2 cm lengkuas memarkan--2 sdt kecap manis--500 ml air / secukup y--bumbu--2 siung bawang putih--4 siung bawang merah--1 sdt garem--1 sdt gula pasir--,"1) Rebus air, masukan bumbu halus dan bumbu utuh masak hingga mendidih.
2) Masukan telur rebus aduk2 agar merata sampai air habis bumbu meresap dan matang.",9,https://cookpad.com/id/resep/4252345-pindang-telor,telur,pindang telor,12,"['btr telor', 'teh celup', 'lbr daun', 'btg sere', 'cm lengkuas', 'kecap manis', 'ml air', 'bumbu', 'bawang putih', 'bawang merah', 'garem', 'gula pasir']",2,"['telor', 'teh_celup', 'lbr', 'sere', 'lengkuas', 'kecap_manis', 'bumbu', 'bawang_putih', 'bawang_merah', 'garem', 'gula_pasir']",telor teh_celup lbr sere lengkuas kecap_manis bumbu bawang_putih bawang_merah garem gula_pasir
Telur Dan Bola Daging Masak Kecap,"6 butir telur (rebus lalu kupas)--400 ml santan dari 1/4 butir kelapa--Bahan bola daging:--1/2 kg filet ayam (giling)--1 butir telur--1 pucuk sendok teh merica bubuk--1 siung bawang putih (haluskan) dan secukupnya garam--Bumbu halus:--3 siung bawang putih--1/3 sendok teh merica--2 butir kemiri--Secukupnya garam, gula merah dan kecap manis--Minyak untuk menumis--Bawang goreng untuk taburan--","1) Campur semua bahan bola daging, bentuk bulat dan rebus dalam air mendidih sampai terapung.
2) Haluskan bumbu kemudian tumis dengan sedikit minyak sampai harum.
3) Masukkan santan, tambahkan garam, gula dan kecap manis lalu masukkan telur dan bola daging.
4) Masak hingga air berkurang dan koreksi rasa.
5) Jika rasa sudah pas taruh dalam mangkok saji dan taburi bawang goreng.
6) Siap disajikan....",4,https://cookpad.com/id/resep/2226488-telur-dan-bola-daging-masak-kecap,telur,telur dan bola daging kecap,14,"['telur rebus', 'ml santan', 'bahan bola', 'filet ayam', 'telur', 'pucuk sendok', 'bawang putih', 'bumbu halus', 'bawang putih', 'sendok teh', 'kemiri', 'secukupnya garam', 'gula merah', 'minyak untuk', 'bawang goreng']",6,"['telur', 'santan', 'bahan_bola', 'filet_ayam', 'pucuk', 'bawang_putih', 'bumbu', 'teh', 'kemiri', 'garam', 'gula_merah', 'minyak']",telur santan bahan_bola filet_ayam pucuk bawang_putih bumbu teh kemiri garam gula_merah minyak
Telur Kentang Disemur,4 butir telur--1 kentang besar--2 siung bawang putih--5 siung bawang merah--secukupnya Garam--1 sdt merica bubuk--2 butir kemiri yg kecil--5 cabai rawit--1 sdt gula merah--Sedikit lengkuas digeprek--secukupnya Kecap--secukupnya Garam--secukupnya Penyedap rasa--Loncang iris serong--1 1/2 gelas santan dari 1/4 kelapa--Sesikit minyak goreng--,"1) Siapkan bumbu yg diuleg, bawang putih, mer, kemiri, cabai
2) Kentang digoreng diiris kotak besar, telor diceplok
3) Panaskan minyak goreng, masukkan bumbu uleg, oseng sampai harum, masukkan lengkuas,
4) Santan dimasukkan, garam, kecap,merica, penyedap, gula merah dimasukkan tunggu hingga mendidih
5) Masukkan kentang dan telur biarkan bumbu meresap sampai matang
6) Masukkan loncang
7) Dan tarraaaa... Sudah matang.. Siap disajikan",13,https://cookpad.com/id/resep/4252278-telur-kentang-disemur,telur,telur kentang disemur,16,"['telur', 'kentang besar', 'bawang putih', 'bawang merah', 'secukupnya garam', 'merica bubuk', 'kemiri yg', 'cabai rawit', 'gula merah', 'sedikit lengkuas', 'secukupnya kecap', 'secukupnya garam', 'secukupnya penyedap', 'loncang iris', 'gelas santan', 'sesikit minyak']",7,"['telur', 'kentang', 'bawang_putih', 'bawang_merah', 'garam', 'merica', 'kemiri_yg', 'cabai_rawit', 'gula_merah', 'lengkuas', 'kecap', 'penyedap', 'loncang', 'santan', 'sesikit_minyak']",telur kentang bawang_putih bawang_merah garam merica kemiri_yg cabai_rawit gula_merah lengkuas kecap penyedap loncang santan sesikit_minyak
Kangkung Onion Egg Rakrik,"2 ikat kangkung--1 telur ayam kocok lepas--secukupnya Garam--Minyak goreng secukupnya untuk menumis--Iris-iris halus ::--2 bawang merah--1 bawang putih, cabe hijau keriting & cabe merah keriting--","1) Kangkung potong akarnya dan dipotong sesuai selera (kalo sy dipotong kecil2 karena biar g nyangkut hehe )
2) Cuci bersih kangkungnya
3) Panaskan minyak. Lalu, semua bumbu yg iris tipis ditumis hingga harum
4) Lalu masukan telur diorak arik
5) Dan masukan kangkung serta aduk secara merata. Ups,.. Jangan lupa dikasih garam ya..
6) Aduk terus sampai kangkung nya layu. Tapi ingat jangan sampai layu, agar crunchy2 gmn gitu.
7) Angkat dan hidangkan selagi hangat",7,https://cookpad.com/id/resep/4252102-kangkung-onion-egg-rakrik,telur,kangkung onion egg rakrik,7,"['ikat kangkung', 'telur ayam', 'secukupnya garam', 'minyak goreng', 'irisiris halus', 'bawang merah', 'bawang putih', 'cabe hijau']",7,"['kangkung', 'telur_ayam', 'garam', 'minyak', 'irisiris', 'bawang_merah', 'bawang_putih', 'cabai_hijau']",kangkung telur_ayam garam minyak irisiris bawang_merah bawang_putih cabai_hijau
Semur Telur Ceplok,4 biji Telur yg sudah di ceplok--2-3 biji cabe merah--segenggam cabe kecil (disesuain aja sama selera masing masing)--4 biji bawang merah--1 siung bawang putih--1 buah tomat--bawang prey untuk memperindah tampilan--kecap manis (saya pke kecap bango)--secukupnya lada hitam--secukupnya garam--sedikit saos tiram--,"1) Haluskan cabe kecil dan tomat
2) Iris2 bawang merah, bawang putig, cabe merah dan daun bawang prey
3) Tumis bumbu halus
4) Setelah wangi masukkan bawang merah dan bawang putih
5) Tambahkan sedikit air (atau sampai telur tenggelam)
6) Masukkan garam, lada hitam, saos tiram (koreksi rasa)
7) Masukkan irisan cabe merah dan daun bawang
8) Semur telur ceplok siap dihidangkan",1,https://cookpad.com/id/resep/1877046-semur-telur-ceplok,telur,semur telur ceplok,11,"['biji telur', 'biji cabe', 'segenggam cabe', 'biji bawang', 'bawang putih', 'tomat', 'bawang prey', 'kecap manis', 'secukupnya lada', 'secukupnya garam', 'sedikit saos']",8,"['biji_telur', 'biji_cabai', 'segenggam_cabai', 'biji_bawang', 'bawang_putih', 'tomat', 'bawang_prey', 'kecap_manis', 'lada', 'garam', 'saus']",biji_telur biji_cabai segenggam_cabai biji_bawang bawang_putih tomat bawang_prey kecap_manis lada garam saus
Telur Dadar,"2 butir telur--1 batang daun bawang, iris--1 buah cabe merah keriting, iris--2 buah cabe rawit, iris--Secukupnya garam--Secukupnya Kaldu bubuk (bisa diskip)--","1) Kocok lepas telur, beri garam & kaldu bubuk
2) Tambahkan irisan daun bawang & cabai, aduk rata
3) Goreng sampai kedua sisi matang, sesuai selera",11,https://cookpad.com/id/resep/4251887-telur-dadar,telur,telur dadar,6,"['telur', 'daun bawang', 'cabe merah', 'cabe rawit', 'secukupnya garam', 'secukupnya kaldu']",3,"['telur', 'cabai_merah', 'cabai_rawit', 'garam', 'kaldu']",telur cabai_merah cabai_rawit garam kaldu
Mie Goreng Telur Creamyy,1 bungkus mie burung dara yg bungkus kecil--1 bh wortel potong memanjang--sawi hijau--sawi putih--1 bh tomat--daun bawang--1 btr telur--2 siung bawang putih cincang--1 siung bawang merah iris--kecap asin--kecap manis--saus tiram--minyak wijen--merica--,"1) Rebus mie dengan ait mendidih selama 3 menit angkat tiriskan, campur dengan kecap asin, kecap manis, saus tiram dan sedikit minyak wijen aduk rata, sisihkan",5,https://cookpad.com/id/resep/4250602-mie-goreng-telur-creamyy,telur,mie goreng telur creamyy,14,"['bungkus mie', 'bh wortel', 'sawi hijau', 'sawi putih', 'bh tomat', 'daun bawang', 'btr telur', 'bawang putih', 'bawang merah', 'kecap asin', 'kecap manis', 'saus tiram', 'minyak wijen', 'merica']",1,"['mie', 'bh_wortel', 'sawi_hijau', 'sawi_putih', 'bh_tomat', 'telur', 'bawang_putih', 'bawang_merah', 'kecap_asin', 'kecap_manis', 'saus_tiram', 'minyak_wijen', 'merica']",mie bh_wortel sawi_hijau sawi_putih bh_tomat telur bawang_putih bawang_merah kecap_asin kecap_manis saus_tiram minyak_wijen merica
Orak-Arik Telur Bawang Pedasss,4-5 butir telor--20 siung Bawang merah--3 siung bawang putih--12 Cabe rawit merah--5 Cabe rawit ijo--1/2 buah tomat--1/2 bungkus trasi sachet--1/2 ST garam--1/2 ST Kaldu bubuk--1 Batang daun bawang--1 SM Kecap manis--Secukupnya Minyak goreng utk menumis--,"1) Panaskan minyak goreng secukupnya lalu masukan telor satu persatu (diceplok) setelah 1/2 matang aduk-aduk / orak - arik sampai matang lalu sisihkan
2) Iris / rajang semua bumbu seperti dlm gambar
3) Panaskan minyak goreng lalu masukan irisan bawang merah, aduk-aduk sampai harum
4) Masukan trasi aduk- aduk lalu masukan irisan cabe dan tomat, aduk - aduk merata, masak sampai wangi
5) Tambahkan garam dan kaldu bubuk trus aduk -aduk rata again yaaa
6) Masukan telor aduk-aduk sampai telor menyatu dengan bumbunya yaa, terakhir tambahkan kecap dan daun bawang... aduk2 biar rata, matikan kompor
7) Tralala scrambled egg qu matang deh... sedap manjiw",13,https://cookpad.com/id/resep/4251188-orak-arik-telur-bawang-pedasss,telur,orak arik telur bawang pedasss,12,"['telor', 'bawang merah', 'bawang putih', 'cabe rawit', 'cabe rawit', 'tomat', 'bungkus trasi', 'st garam', 'st kaldu', 'daun bawang', 'sm kecap', 'secukupnya minyak']",7,"['telor', 'bawang_merah', 'bawang_putih', 'cabai_rawit', 'tomat', 'trasi', 'st_garam', 'st_kaldu', 'sm_kecap', 'minyak']",telor bawang_merah bawang_putih cabai_rawit tomat trasi st_garam st_kaldu sm_kecap minyak
Cilok Goreng Telur,2 sendok tepung terigu--3 sendok tepung tapioka--250 ml Air--Penyedap rasa--Garam--4 siung Bawang putih--Merica bubuk--2 butir telur untuk menggoreng--,"1) Haluskan bawang putih, garam, penyedap dan merica. Larutkaan dalam air
2) Masukkan tepung terigu kemudian aduk rata. Koreksi rasa.
3) Panaskan adonan hingga mengental. Aduk dengan Cepat. Angkat.
4) Masukkan tepung tapioka sedikit demi sedikit, aduk rata. Uleni
5) Setelah kalis bentuk bulatan sampai habis.
6) Masukkan cilok yang telah dibentuk kedalam air mendidih. Rebus sampai matang. Sisihkan.
7) Panaskan cetakan, olesi sedikit minyak goreng.
8) Kocok telur dengan sedikir merica dan penyedap. Masukka Cilok yang sudah matang.
9) Goreng dalan cetakan kue.
10) Setelah matang angkat dan sajikan.",2,https://cookpad.com/id/resep/4251305-cilok-goreng-telur,telur,cilok goreng telur,8,"['sendok tepung', 'sendok tepung', 'ml air', 'penyedap rasa', 'garam', 'bawang putih', 'merica bubuk', 'telur untuk']",10,"['tepung', 'garam', 'bawang_putih', 'merica', 'telur']",tepung garam bawang_putih merica telur
Semur Telur & Kentang,6 butir telur--2 buah kentang potong2--Kecap manis--Gula merah--Garam--Lada bubuk--Daun salam--Air--Bumbu halus :--2 bawang putih--4 bawang merah--2 butir kemiri--Jahe geprek--,"1) Rebus telur hingga matang, rendam air dingin lalu kupas
2) Tumis bumbu halus, jahe dan daun salam smp harum, tambahkan air secukupnya, masukan kentang
3) Tunggu smp kentang setengah matang masukan telur,
4) Tambahkan gula merah, garam, kecap manis dan lada bubuk secukupnya, lalu tes rasa.
5) Tunggu smp bumbu meresap.
6) Selesai",53,https://cookpad.com/id/resep/4250715-semur-telur-kentang,telur,semur telur kentang,13,"['telur', 'kentang', 'kecap manis', 'gula merah', 'garam', 'lada bubuk', 'daun salam', 'bumbu halus', 'bawang putih', 'bawang merah', 'kemiri', 'jahe geprek']",6,"['telur', 'kentang', 'kecap_manis', 'gula_merah', 'garam', 'lada', 'salam', 'bumbu', 'bawang_putih', 'bawang_merah', 'kemiri', 'jahe']",telur kentang kecap_manis gula_merah garam lada salam bumbu bawang_putih bawang_merah kemiri jahe
Tumis Bakmi Telor,Mie 3 Ayam--Bawang merah--Bawang putih--Cabe rawit setan--Merica bubuk--Pakcoy--Telur Ayam--Kaldu bubuk--Merica bubuk--Garam--Saos tiram--Kecap--,"1) Rebus mie setengah matang, tiriskan
2) Cincang bawang merah dan bawang putih. Potong cabe rawit. Tumis dengan minyak sedikit hingga aroma wangi. Masukkan sayur pakcoy
3) Masukkan mie, kasih sedikit garam, merica bubuk, kaldu ayam, saos tiram, kecap. Aduk rata.
4) Masukkan telor. Aduk rata. Sajikan selagi hangat",1,https://cookpad.com/id/resep/4250721-tumis-bakmi-telor,telur,tumis bakmi telor,12,"['mie ayam', 'bawang merah', 'bawang putih', 'cabe rawit', 'merica bubuk', 'pakcoy', 'telur ayam', 'kaldu bubuk', 'merica bubuk', 'garam', 'saos tiram', 'kecap']",4,"['mie_ayam', 'bawang_merah', 'bawang_putih', 'cabai_rawit', 'merica', 'pakcoy', 'telur_ayam', 'kaldu', 'garam', 'saus_tiram', 'kecap']",mie_ayam bawang_merah bawang_putih cabai_rawit merica pakcoy telur_ayam kaldu garam saus_tiram kecap
Telur Cabe Ijo,10 butir telur--5 buah cabai hijau besar--1 buah tomat--5 siung bawang merah--3 siung bawang putih--secukupnya gula dan garam--secukupnya minyak goreng--,"1) Rebus telur hingga matang, kupas dan goreng agar permukaannya ""keriting"". sisihkan
2) Rebus cabe hijau, tomat bawang merah dan bawang putih, kemudian tiriskan dan haluskan (saya pakai blender). Kalau mau agak kasar, bisa diulek saja, tidak diblender.
3) Tumis bumbu hingga harum. Beri sedikit air, gula, garam dan masak hingga bumbu tanak. Masukkan telur, aduk rata. Angkat dan sajikan :)",30,https://cookpad.com/id/resep/4244418-telur-cabe-ijo,telur,telur cabe ijo,7,"['telur', 'cabai hijau', 'tomat', 'bawang merah', 'bawang putih', 'secukupnya gula', 'secukupnya minyak']",3,"['telur', 'cabai_hijau', 'tomat', 'bawang_merah', 'bawang_putih', 'gula', 'minyak']",telur cabai_hijau tomat bawang_merah bawang_putih gula minyak
Balado Telur Ceplok / Telur Mata Sapi,3 butir telur ayam--6 buah cabe merah--5 buah cabe ijo--2 siung bawang merah--2 siung bawang putih--1/2 potong tomat (sesuai selera)--Garam--Gula--Air--,"1) Ceplok telur lalu tiriskan.
2) Blender semua bahan bumbu tambahkan air secukupnya.
3) Panaskan minyak 2-3 sdm lalu masukkan bumbu yg sudah di blender tadi, masak hingga air surut. Tambakan garam dan gula. Koreksi rasaa.. lalu masukkan telur yg di goreng tadi aduk rata.. matikan api..",5,https://cookpad.com/id/resep/4250598-balado-telur-ceplok-telur-mata-sapi,telur,balado telur ceplok telur mata sapi,9,"['telur ayam', 'cabe merah', 'cabe ijo', 'bawang merah', 'bawang putih', 'tomat sesuai', 'garam', 'gula']",3,"['telur_ayam', 'cabai_merah', 'cabai_hijau', 'bawang_merah', 'bawang_putih', 'tomat', 'garam', 'gula']",telur_ayam cabai_merah cabai_hijau bawang_merah bawang_putih tomat garam gula
Tumis Toge Tahu Telur Dan Ati Ampela,1 butir telur--2 bh ati ampela--1/4 toge--2 bh tahu kuning potong dadu--3 siung bawang merah--2 siung bawang putih--1 bh cabe merah--Bumbu penyedap--Gula pasir--Tomat--,"1) Iris bawang merah, bawang putih lalu tumis hingga harum tambahkan cabe merah lalu masukan telur dan ati ampela yg sudah dipotong dadu tambahkan tahu kuning yg sudah digoreng setengah matang
2) Tambahkan bumbu penyedap, gula dan tomat secukupnya sesuai selera tambahkan air sedikit masak hingga matang dan bumbu meresap
3) Setelah matang masakan siap di santap hangat hangat",2,https://cookpad.com/id/resep/4250513-tumis-toge-tahu-telur-dan-ati-ampela,telur,tumis toge tahu telur dan ati ampela,10,"['telur', 'bh ati', 'toge', 'bh tahu', 'bawang merah', 'bawang putih', 'bh cabe', 'bumbu penyedap', 'gula pasir', 'tomat']",3,"['telur', 'bh_ati', 'toge', 'bh_tahu', 'bawang_merah', 'bawang_putih', 'bh_cabai', 'bumbu_penyedap', 'gula_pasir', 'tomat']",telur bh_ati toge bh_tahu bawang_merah bawang_putih bh_cabai bumbu_penyedap gula_pasir tomat
Mie Goreng Telur,1 bungkus mie keriting (cap burung dara) rebus dan tiriskan--5 batang sawi hijau (potong-potong)--1/4 gram kol (iris kasar)--15 buah cabe rawit merah--2 butir telur (orak-arik)--secukupnya Garam--secukupnya Penyedap--2 sdm saos tiram--3 sdm kecap manis--1 sdm kecap asin--1 sdm minyak wijen--Bumbu Halus :--5 buah cabe merah keriting--3 siung bawang putih--,"1) Tumis bumbu halus hingga harum, masukan kol, sawi, cabe rawit merah, garam, penyedap, telur orak-arik dan tumis hingga agak layu
2) Masukan mie keriting, kecap manis, kecap asin, saos tiram, minyak wijen, aduk aduk sampai semua bumbu meresap dan angkat.",11,https://cookpad.com/id/resep/4250175-mie-goreng-telur,telur,mie goreng telur,14,"['bungkus mie', 'sawi hijau', 'gram kol', 'cabe rawit', 'telur orakarik', 'secukupnya garam', 'secukupnya penyedap', 'saos tiram', 'kecap manis', 'kecap asin', 'minyak wijen', 'bumbu halus', 'cabe merah', 'bawang putih']",2,"['mie', 'sawi_hijau', 'kol', 'cabai_rawit', 'telur_orakarik', 'garam', 'penyedap', 'saus_tiram', 'kecap_manis', 'kecap_asin', 'minyak_wijen', 'bumbu', 'cabai_merah', 'bawang_putih']",mie sawi_hijau kol cabai_rawit telur_orakarik garam penyedap saus_tiram kecap_manis kecap_asin minyak_wijen bumbu cabai_merah bawang_putih
Makaroni Telur Dadar,Segenggam makaroni--1 butir telur--1 buah daun bawang--1 buah daun seledri--secukupnya Garam--secukupnya Merica bubuk--secukupnya Penyedap rasa--Air 1 gelas untuk merebus makaroni--Minyak goreng--,"1) Rebus makaroni hingga lunak.. tiriskan
2) Sambil menunggu makaroni lunak, iris daun bawang seledri
3) Masukan semua bahan ke dalam mangkuk.. aduk rata..
4) Goreng hingga matang.. sajikan",5,https://cookpad.com/id/resep/4250203-makaroni-telur-dadar,telur,makaroni telur dadar,9,"['segenggam makaroni', 'telur', 'daun bawang', 'daun seledri', 'secukupnya garam', 'secukupnya merica', 'secukupnya penyedap', 'air gelas', 'minyak goreng']",4,"['segenggam_makaroni', 'telur', 'seledri', 'garam', 'merica', 'penyedap', 'minyak']",segenggam_makaroni telur seledri garam merica penyedap minyak
Teh Telur,1 buah telur ayam kampung/telur bebek--2 atau 3 sendok makan gula pasir(boleh gula tropical slim)--teh yang kualitas bagus--air panas mendidih--sedikit susu kental manis--,"1) Kocok telur sampai berbuih boleh menggunakan lidi kelapa
2) Masukkan gula pasir dan kocok sampe gula nya hancur dan mengembang
3) Kalau pakai teh bubuk masukan teh kedalam saringan dan tuangkan air mendidih kedalam gelas yang sudah dikocok telur
4) Kalau pakai teh kantong masak teh bersama air
5) Terakhir beri susu kental manis sedikit diats nya
6) Boleh ditambah jeruk nipis untuk pemula karna ada sedikit rasa amis dari telur",8,https://cookpad.com/id/resep/4250273-teh-telur,telur,teh telur,5,"['telur ayam', 'atau sendok', 'teh yang', 'air panas', 'sedikit susu']",6,"['telur_ayam', 'teh_yang', 'panas', 'susu']",telur_ayam teh_yang panas susu
